title,company,location,link,description,status,notes
Sr. Avionics Systems Engineer (Falcon),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7891415002?gh_jid=7891415002,,applied,Manually submitted through automated process
"Sr. Compliance Engineer, Global Market Access (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7606756002?gh_jid=7606756002,,applied,Manually submitted through automated process
"Sr. Electrical Design Engineer, Customer Hardware (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7833382002?gh_jid=7833382002,,applied,Manually submitted through automated process
"Sr. Electrical Design Engineer, Satellites (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7812645002?gh_jid=7812645002,,applied,Manually submitted through automated process
Sr. Electrical Engineer (Crew Starship Avionics),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7784725002?gh_jid=7784725002,,applied,Manually submitted through automated process
Sr. Electrical Engineer (Starship Avionics),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7597259002?gh_jid=7597259002,,applied,Manually submitted through automated process
Sr. Ground Segment Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7678234002?gh_jid=7678234002,,applied,Manually submitted through automated process
"Sr. Hardware Engineer, Ground Segment",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7678232002?gh_jid=7678232002,,applied,Manually submitted through automated process
Sr. Hardware Reliability Engineer (Starlink),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7705950002?gh_jid=7705950002,,applied,Manually submitted through automated process
Sr. Power Components Engineer (Starship),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7612390002?gh_jid=7612390002,,applied,Manually submitted through automated process
Sr. Power Electronics Engineer (Crew Starship),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7738287002?gh_jid=7738287002,,applied,Manually submitted through automated process
Sr. Power Electronics Engineer (Starlink),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7493247002?gh_jid=7493247002,,applied,Manually submitted through automated process
"Sr. Product Compliance Engineer, RF/EMC/Wireless (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7605138002?gh_jid=7605138002,,applied,Manually submitted through automated process
Sr. Reliability Engineer (Starlink),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7868232002?gh_jid=7868232002,,applied,Manually submitted through automated process
Sr. Reliability Engineer (Starshield),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7785082002?gh_jid=7785082002,,applied,Manually submitted through automated process
"Sr. RF and Network Analysis Engineer, Regulatory (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7843417002?gh_jid=7843417002,,applied,Manually submitted through automated process
"Sr. RF Engineer, Customer Hardware (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7795364002?gh_jid=7795364002,,applied,Manually submitted through automated process
Sr. RF/Microwave Engineer (Starlink),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7768467002?gh_jid=7768467002,,applied,Manually submitted through automated process
"Sr. Supplier Development Engineer, PCB (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7657513002?gh_jid=7657513002,,applied,Manually submitted through automated process
Sr. Supply Chain Engineer (Starship Electronics),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7760246002?gh_jid=7760246002,,applied,Manually submitted through automated process
Starlink Aviation Specialist (Starlink Aviation),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7804135002?gh_jid=7804135002,,applied,Manually submitted through automated process
"Supplier Development Engineer, Electrical (Starlink Aviation)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7764723002?gh_jid=7764723002,,applied,Manually submitted through automated process
"Supplier Development Engineer, Wire Harness & Cables (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7793459002?gh_jid=7793459002,,applied,Manually submitted through automated process
Test Specialist (Starlink),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7793455002?gh_jid=7793455002,,applied,Manually submitted through automated process
Sr. Application Security Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7775400002?gh_jid=7775400002,,applied,Manually submitted through automated process
Sr. Application Security Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7775393002?gh_jid=7775393002,,applied,Manually submitted through automated process
Sr. Security Analyst (Detection and Incident Response),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7676021002?gh_jid=7676021002,,applied,Manually submitted through automated process
Design Verification Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7904185002?gh_jid=7904185002,,applied,Manually submitted through automated process
Design Verification Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7904198002?gh_jid=7904198002,,applied,Manually submitted through automated process
Design Verification Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7904169002?gh_jid=7904169002,,applied,Manually submitted through automated process
IC Layout Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7881985002?gh_jid=7881985002,,applied,Manually submitted through automated process
IC Layout Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7882011002?gh_jid=7882011002,,applied,Manually submitted through automated process
"IC Packaging Engineer, Silicon Technology (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7686902002?gh_jid=7686902002,,applied,Manually submitted through automated process
"IC Packaging Test Engineer, Silicon Technology (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7688524002?gh_jid=7688524002,,applied,Manually submitted through automated process
"Quality Engineer, Silicon Technology (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7662316002?gh_jid=7662316002,,applied,Manually submitted through automated process
RF/Analog IC Design Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7881758002?gh_jid=7881758002,,applied,Manually submitted through automated process
RF/Microwave Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7853966002?gh_jid=7853966002,,applied,Manually submitted through automated process
SOC/ASIC Physical Design Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7879695002?gh_jid=7879695002,,applied,Manually submitted through automated process
SOC/ASIC Timing Signoff & Front-End Implementation Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7735195002?gh_jid=7735195002,,applied,Manually submitted through automated process
Sr. ASIC Design Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7731539002?gh_jid=7731539002,,applied,Manually submitted through automated process
Sr. Design Verification Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7900029002?gh_jid=7900029002,,applied,Manually submitted through automated process
Sr. Design Verification Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7900054002?gh_jid=7900054002,,applied,Manually submitted through automated process
Sr. Design Verification Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7900020002?gh_jid=7900020002,,applied,Manually submitted through automated process
Sr. IC Layout Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7893979002?gh_jid=7893979002,,applied,Manually submitted through automated process
Sr. IC Layout Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7893926002?gh_jid=7893926002,,applied,Manually submitted through automated process
Sr. IC Layout Engineer (Starlink),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7893959002?gh_jid=7893959002,,applied,Manually submitted through automated process
"Sr. IC Packaging Engineer, Silicon Technology (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7686957002?gh_jid=7686957002,,applied,Manually submitted through automated process
"Sr. IC Packaging Test Engineer, Silicon Technology (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7688543002?gh_jid=7688543002,,applied,Manually submitted through automated process
Sr. MMIC Design Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7881716002?gh_jid=7881716002,,applied,Manually submitted through automated process
"Sr. Quality Engineer, Silicon Technology (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7662356002?gh_jid=7662356002,,applied,Manually submitted through automated process
Sr. RF/Analog IC Design Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7881807002?gh_jid=7881807002,,applied,Manually submitted through automated process
Sr. RF/Microwave Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7881320002?gh_jid=7881320002,,applied,Manually submitted through automated process
Sr. SerDes Characterization and Validation Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7538322002?gh_jid=7538322002,,applied,Manually submitted through automated process
Sr. SOC/ASIC Physical Design Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7879657002?gh_jid=7879657002,,applied,Manually submitted through automated process
Sr. SOC/ASIC Timing Signoff & Front-End Implementation Engineer (Silicon Engineering),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7879743002?gh_jid=7879743002,,applied,Manually submitted through automated process
Endpoint Systems Engineer (Apple Platforms),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7660114002?gh_jid=7660114002,,applied,Manually submitted through automated process
"IT Infrastructure Engineer, VMware",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7734946002?gh_jid=7734946002,,applied,Manually submitted through automated process
IT Linux Systems Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7851684002?gh_jid=7851684002,,applied,Manually submitted through automated process
IT Systems Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7757725002?gh_jid=7757725002,,applied,Manually submitted through automated process
"Lead IT Systems Engineer, Launch",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7898307002?gh_jid=7898307002,,applied,Manually submitted through automated process
Sr. Database Reliability Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7772520002?gh_jid=7772520002,,applied,Manually submitted through automated process
Sr. IT Network Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7904146002?gh_jid=7904146002,,applied,Manually submitted through automated process
Sr. IT Storage Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7843073002?gh_jid=7843073002,,applied,Manually submitted through automated process
Sr. IT Systems Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7900728002?gh_jid=7900728002,,applied,Manually submitted through automated process
Sr. IT Systems Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7744662002?gh_jid=7744662002,,applied,Manually submitted through automated process
Sr. IT Wireless Network Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7851739002?gh_jid=7851739002,,applied,Manually submitted through automated process
Sr. Video & Voice Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7898022002?gh_jid=7898022002,,applied,Manually submitted through automated process
Telecommunications Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7900285002?gh_jid=7900285002,,applied,Manually submitted through automated process
Video & Voice Administrator,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7810515002?gh_jid=7810515002,,applied,Manually submitted through automated process
Video & Voice Administrator,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7810346002?gh_jid=7810346002,,applied,Manually submitted through automated process
Sr. Internet Development Engineer (Starlink),SpaceX,"Redmond, WA",https://boards.greenhouse.io/spacex/jobs/7718689002?gh_jid=7718689002,,applied,Manually submitted through automated process
Sr. Network Security Engineer (Starlink),SpaceX,"Redmond, WA",https://boards.greenhouse.io/spacex/jobs/7906378002?gh_jid=7906378002,,applied,Manually submitted through automated process
Avionics Test Technician (Space Simulation Test Lab) - 2nd Shift,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7868718002?gh_jid=7868718002,,applied,Manually submitted through automated process
Development Test Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7775220002?gh_jid=7775220002,,applied,Manually submitted through automated process
Development Test Engineer (Starshield),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7897758002?gh_jid=7897758002,,applied,Manually submitted through automated process
"Development Test Engineer, Structures (Starship)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7815211002?gh_jid=7815211002,,applied,Manually submitted through automated process
Development Test Specialist,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7775213002?gh_jid=7775213002,,applied,Manually submitted through automated process
Development Test Technician,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7833353002?gh_jid=7833353002,,applied,Manually submitted through automated process
Development Test Technician (Mechanical),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7903704002?gh_jid=7903704002,,applied,Manually submitted through automated process
Electrical Test Specialist (Starlink PCB) - Night Shift,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7833521002?gh_jid=7833521002,,applied,Manually submitted through automated process
Electro-Mechanical Build & Test Technician (Starship Avionics),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7649165002?gh_jid=7649165002,,applied,Manually submitted through automated process
Electronics Technician (Falcon Test),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7880714002?gh_jid=7880714002,,applied,Manually submitted through automated process
Electronics Test Specialist (Electromagnetic Effects),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7808574002?gh_jid=7808574002,,applied,Manually submitted through automated process
Electronics Test Specialist (Starlink PCB) - Night Shift,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7833522002?gh_jid=7833522002,,applied,Manually submitted through automated process
Electronics Test Technician (Electromagnetic Effects),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7899741002?gh_jid=7899741002,,applied,Manually submitted through automated process
Environmental Test Specialist (Starlink) - 1st Shift,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7657498002?gh_jid=7657498002,,applied,Manually submitted through automated process
Environmental Test Specialist (Starlink) - 2nd Shift,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7657500002?gh_jid=7657500002,,applied,Manually submitted through automated process
Environmental Test Technician,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7738343002?gh_jid=7738343002,,applied,Manually submitted through automated process
"Hardware Test Engineer, Actuation Systems (Starship)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7628825002?gh_jid=7628825002,,applied,Manually submitted through automated process
"Hardware Test Engineer, Components (Starship)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7119891002?gh_jid=7119891002,,applied,Manually submitted through automated process
"Launch Engineer, Operations & Test Engineering (Falcon Integration)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7638732002?gh_jid=7638732002,,applied,Manually submitted through automated process
Mechanical Integration & Test Engineer (Starshield),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7885730002?gh_jid=7885730002,,applied,Manually submitted through automated process
Mechanisms Test Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7775222002?gh_jid=7775222002,,applied,Manually submitted through automated process
"NDE Engineer, Ultrasonic Testing (Starship)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7846984002?gh_jid=7846984002,,applied,Manually submitted through automated process
PCB Test Specialist (Starlink) - Night Shift,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7885247002?gh_jid=7885247002,,applied,Manually submitted through automated process
"Reliability Test Specialist, Starlink Aviation",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7836881002?gh_jid=7836881002,,applied,Manually submitted through automated process
Sr. Integration & Test Engineer (Optical Products),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7862120002?gh_jid=7862120002,,applied,Manually submitted through automated process
Sr. Test Engineer (Dragon Spacecraft),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7855638002?gh_jid=7855638002,,applied,Manually submitted through automated process
Structures Test Engineer,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7775226002?gh_jid=7775226002,,applied,Manually submitted through automated process
Test Engineer (Development Test),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7841697002?gh_jid=7841697002,,applied,Manually submitted through automated process
Test Engineer (Dragon Spacecraft),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7855605002?gh_jid=7855605002,,applied,Manually submitted through automated process
Test Engineer (Falcon Test),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7801567002?gh_jid=7801567002,,applied,Manually submitted through automated process
"Test Engineer, Fluid/Mechanical Systems (Starship)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7837955002?gh_jid=7837955002,,applied,Manually submitted through automated process
"Test Engineer, Propulsion Components (Starship)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7857457002?gh_jid=7857457002,,applied,Manually submitted through automated process
Test Operations Supervisor (Starlink Space Lasers),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7854167002?gh_jid=7854167002,,applied,Manually submitted through automated process
"Test Engineer, Actuation Systems (Starship)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7857443002?gh_jid=7857443002,,applied,Manually submitted through automated process
Test Operations Technician (Falcon),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7841708002?gh_jid=7841708002,,applied,Manually submitted through automated process
Test Operations Technician (Raptor Test) - Night Shift,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7848519002?gh_jid=7848519002,,applied,Manually submitted through automated process
Test Specialist (Components),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7754761002?gh_jid=7754761002,,applied,Manually submitted through automated process
Test Specialist (Starlink PCB) - Night Shift,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7810189002?gh_jid=7810189002,,applied,Manually submitted through automated process
Test Specialist (Starlink) - 1st Shift,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7657493002?gh_jid=7657493002,,applied,Manually submitted through automated process
Test Specialist (Starlink) - 2nd Shift,SpaceX,,https://boards.greenhouse.io/spacex/jobs/7575601002?gh_jid=7575601002,,applied,Manually submitted through automated process
Test Specialist (Starship Avionics),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7747165002?gh_jid=7747165002,,applied,Manually submitted through automated process
Test Technician (F9 Subassemblies),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7906437002?gh_jid=7906437002,,applied,Manually submitted through automated process
Test Technician (Starlink),SpaceX,,https://boards.greenhouse.io/spacex/jobs/7704571002?gh_jid=7704571002,,applied,Manually submitted through automated process
"Test Technician, Hardware Test (Starlink)",SpaceX,,https://boards.greenhouse.io/spacex/jobs/7904167002?gh_jid=7904167002,,applied,Manually submitted through automated process
